FULL_NAME,GRADE,SSAN,RECORD_STATUS,ASSIGNED_PAS,ASSIGNED_PAS_CLEARTEXT,OFFICE_SYMBOL,DUTY_TITLE,DUTY_START_DATE,DOR,DAFSC,CAFSC,PAFSC,2AFSC,3AFSC,4AFSC,DATE_ARRIVED_STATION,DUTY_PHONE,TAFMSD,DOE,DOS,DATE_OF_BIRTH,HOME_ADDRESS,HOME_CITY ,HOME_STATE,HOME_ZIP_CODE,SUPV_NAME,GRADE_PERM_PROJ,UIF_CODE,UIF_DISPOSITION_DATE,PROJ_EVAL_CLOSE_DATE,MARITAL_STATUS,RNLTD,GAINING_PAS,GAINING_PAS_CLEARTEXT,LAST_EVAL_RATING,LAST_EVAL_CLOSE_DATE,PERF_INDICATOR,SPOUSE_SSAN,SUPV_BEGIN_DATE,REENL_ELIG_STATUS,HOME_PHONE_NUMBER,AGE,DEROS,DEPLOY_ADMIN_STATUS,DEPLOY_ADMIN_STATUS_CLEARTEXT,DEPLOY_ADMIN_STOP_DATE,DEPLOY_LEGAL_STATUS,DEPLOY_LEGAL_STATUS_CLEARTEXT,DEPLOY_LEGAL_STOP_DATE,DEPLOY_PHYS_STATUS,DEPLOY_PHYS_STATUS_CLEARTEXT,DEPLOY_PHYS_STOP_DATE,DEPLOY_TIME_STATUS,DEPLOY_TIME_STATUS_CLEARTEXT,DEPLOY_TIME_STOP_DATE,AVAILABILITY_CODE,AVAILABILITY_CODE_CLEARTEXT,AVAILABILITY_DATE,AVAILABILITY_STATUS,AVAILABILITY_STATUS_CLEARTEXT,LIMITATION_CODE,LIMITATION_CODE_CLEARTEXT,LIMITATION_END_DATE,SEC_CLR,TYPE_SEC_INV,DT_SCTY_INVES_COMPL,SEC_ELIG_DT,TECH_ID,ACDU_STATUS,ANG_ROLL_INDICATOR,AFR_SECTION_ID,CIVILIAN_ART_ID,ATTACHED_PAS,FUNCTIONAL_CATEGORY
Christabel Towers,MSG,123-12-2456,20,VQ1234,SQUADRONLRAFB,CYPR,Account Executive,21-Jul-2023,15-Jun-2023,2M02S,2M02S,,,,,10-Jun-2021,972-906-9355,20-Nov-2013,15-Aug-2023,08-Oct-2023,08-Sep-2066,97 Kensington Junction,Irving,Texas,0185-0371,Mannie Giovannacc@i,,,,17-Jan-2024,D,,,,V,06-Jun-2023,A,512-54-5483,11-Mar-2023,1M,212-106-4932,45,,,,,,,,,MEDICAL DEFERMENT,,,,,,,,A,APPROVED,,MED  ASSIGNMENT LIMITATION,30-Jun-2024,V,9,23-Mar-2020,08-Jan-2023,,,,,,,A
Demetre Berns,2LT,159-84-8462,10,NM1234,SQUADRONVSFB,CYCM,Software Consultant,27-Apr-2023,24-Apr-2022,5C071,2E274,,,,,17-Sep-2017,571-840-2081,28-Dec-2000,28-Oct-2023,05-Sep-2023,19-Nov-2062,28 Westend Plaza,Dulles,Virginia,0904-5154,Levi Frigout,,,,05-Sep-2024,D,,,,V,19-Sep-2023,A,159-84-8462,13-Nov-2023,1J,330-345-4869,37,,,,,,,,,,,,,,,,01-Feb-2024,A,,,,10-May-2024,V,T5,24-Apr-2021,08-Mar-2022,,,,,,,A
Richmond Tree,SP3,123-12-2456,10,VQ1234,SQUADRONLRAFB,CYC,Media Manager I,23-Dec-2021,03-Mar-2019,5C071,17D,,2M02S,,,18-Oct-2022,763-186-6451,31-May-2008,24-May-2023,25-Apr-2023,14-Jan-2046,507 John Wall Avenue,Saint Paul,Minnesota,29300-135,Harcourt Berni,,,,21-Oct-2024,D,29-Sep-2025,,,A,12-Aug-2023,A,512-54-5483,05-Dec-2022,1M,816-490-6632,36,,,,,,,,,,,,,,,,,A,,,,25-Feb-2024,V,5R,14-Feb-2022,02-Aug-2022,,,,,,,A
Grazia Bohan,CMS,512-54-5483,20,VQ1234,SQUADRONVSFB,CYCP,Staff Accountant II,20-Feb-2022,25-Jun-2021,Z5C052,5C071,,,,,02-May-2023,801-563-6661,18-Aug-2007,25-Jun-2023,02-Jun-2023,28-Jan-2062,2676 Dapin Lane,Sandy,Utah,49967-045,Arlan Mannock,,,,29-May-2024,S,,,,L,30-Aug-2023,A,152-58-5486,04-Sep-2023,1M,205-202-1896,20,,,,,,,,,,,,,,31,,,A,,,,03-Dec-2023,V,A,10-Jan-2022,01-Aug-2022,,,,,,,A
Grenville Filipputti,CPT,123-12-2456,20,NM1234,SQUADRONVSFB,CYCM,Sales Associate,24-Nov-2021,05-Aug-2023,2E274,17D,,,,,23-Feb-2022,559-894-2389,06-Mar-2002,19-Jan-2023,14-Mar-2023,17-May-2065,2309 Parkside Avenue,Fresno,California,50458-543,Elladine Spillane,,,,04-Nov-2024,M,25-Jan-2024,,,V,07-Jan-2023,A,512-54-5483,11-Sep-2023,1M,808-396-4236,23,,,,,,,,,,,,,,31,,24-Jan-2024,,,,MED  ASSIGNMENT LIMITATION,08-Aug-2024,V,A,26-Nov-2020,05-May-2023,,,,,,,A
Blayne Kohen,1LT,512-54-5483,10,NM1234,SQUADRONVSFB,CYCP,Senior Editor,04-Apr-2023,11-Jan-2023,2E274,2E274,,,,,20-Feb-2022,850-429-1464,18-Jan-2022,05-Jan-2023,04-Jun-2023,01-May-2017,2 Fair Oaks Pass,Tallahassee,Florida,46122-234,Alasteir Klaussen,,,,15-Oct-2024,M,,,,Y,30-May-2023,A,159-84-8462,08-Nov-2023,3C,309-229-4631,20,,,,,,,,,,,,,,,,,A,,,MED  ASSIGNMENT LIMITATION,27-Oct-2024,V,T5,10-Jan-2019,13-Apr-2022,,,,,,,A
Elisabet Rumney,SP4,512-54-5483,20,NM1234,SQUADRONVSFB,CYP,Safety Technician I,09-May-2023,31-Mar-2022,5C071,17D,,,,,27-Aug-2018,202-300-5212,30-Apr-2003,11-Jun-2023,15-Sep-2023,09-Apr-2072,14312 Tennessee Pass,Washington,District of Columbia,51079-542,Pepillo Obin,COL,,,30-Sep-2024,M,,,,L,15-Oct-2023,A,512-54-5483,24-Mar-2023,1M,505-558-4670,40,,,,,,,,,,,,,,,,,,,,,18-Jul-2024,V,7,08-Apr-2019,17-Mar-2022,,,,,,,A
Jazmin Disman,2LT,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYC,Registered Nurse,04-Aug-2022,04-Jun-2021,2E274,17D,,,,,03-Aug-2020,253-257-6468,25-Apr-2004,29-Sep-2023,26-Apr-2023,18-Aug-2080,98 Fairview Park,Tacoma,Washington,64159-8975,Donelle De Zuani,,,,10-Mar-2024,M,,,,L,09-Oct-2023,A,512-54-5483,15-Apr-2023,1J,734-307-1667,20,,,,,,,,,,,,,,44,,,,APPROVED,,EFMP,18-Oct-2024,V,5R,04-May-2021,14-Feb-2023,,,,,,,A
Delmor McLenaghan,COL,123-12-2456,20,NM1234,SQUADRONLRAFB,CYP,Sales Associate,05-Sep-2022,18-Apr-2019,5C071,Z5C052,,,,,27-Oct-2020,727-784-3706,13-Oct-2012,23-Sep-2023,31-May-2023,30-Mar-2045,93115 Columbus Street,Saint Petersburg,Florida,41163-076,Ara Senogles,,,,18-Jun-2024,S,,,,V,20-Dec-2022,A,152-58-5486,11-Jun-2023,3C,571-735-1637,35,,,,,,,,,,,,,,,,,,,Y,,11-Aug-2024,V,T5,04-Jul-2022,08-Nov-2022,,,,,,,A
Marty Kirkness,2LT,512-54-5483,20,NM1234,SQUADRONVSFB,CYCP,Assistant Manager,19-Jul-2023,25-Aug-2023,Z5C052,2M02S,,,,,16-Nov-2019,561-999-3294,24-Feb-2006,05-Dec-2022,25-May-2023,27-Jun-2030,1 Michigan Center,Palm Bay,Florida,60760-250,Maureen Sauvan,,,,24-Sep-2024,S,,,,Y,05-Dec-2022,A,123-12-2456,02-Mar-2023,1R,954-724-6922,37,,,,,,,,,,,,,,31,,,A,APPROVED,O,APPROVED SRB,13-Dec-2023,V,9,31-Jan-2022,15-Sep-2022,,,,,,,A
Abbie Unger,1LT,123-12-2456,20,NM1234,SQUADRONVSFB,CYCP,Programmer II,28-Oct-2021,24-Apr-2020,Z5C052,2M02S,,,,,13-Jan-2020,719-244-9655,03-Nov-2018,28-Jul-2023,30-Sep-2023,30-Mar-2050,8 Banding Court,Pueblo,Colorado,51621-041,Jeramie Birtle,,,,21-Jul-2024,D,,,,L,24-Apr-2023,A,123-12-2456,18-Apr-2023,1J,559-296-5199,46,,,,,,,,,,,,,,,,,A,APPROVED,,,05-Aug-2024,V,7,25-Aug-2021,07-Mar-2023,,,,,,,A
Melvyn Persicke,MSG,123-12-2456,10,VQ1234,SQUADRONVSFB,CYP,Research Associate,10-Jun-2022,10-Apr-2020,17D,2E274,,Z5C052,,,16-Dec-2019,607-316-4348,11-Jul-2007,12-Jan-2023,03-Jun-2023,28-Mar-2006,38 Melvin Alley,Elmira,New York,36987-2928,Rozalin Bugbee,,,,13-Feb-2024,S,,,,L,02-Feb-2023,A,152-58-5486,03-Feb-2023,1R,610-754-5582,43,,,,,,,,,,,,,,,,10-Nov-2024,,,,,23-Jul-2024,V,5R,12-Sep-2023,14-Aug-2022,,,,,,,A
Coralyn Lundbeck,SP4,159-84-8462,20,NM1234,SQUADRONVSFB,CYC,Actuary,02-Feb-2023,28-Oct-2020,2E274,5C071,,,,,07-Jun-2023,203-203-3565,18-Oct-2002,08-Oct-2023,16-Jul-2023,25-Jun-2076,080 Washington Terrace,Norwalk,Connecticut,52380-2802,Tracey Ingall,,,,21-Sep-2024,S,,,,Y,24-Mar-2023,A,152-58-5486,13-Jun-2023,3C,410-804-9582,19,,,,,,,,,,,,TIME ON STATIONS LESS THAN 15,,31,,,A,,X,MED  ASSIGNMENT LIMITATION,24-May-2024,V,5R,28-Jul-2021,06-Oct-2022,,,,,,,A
Bartlett Turley,CMS,159-84-8462,20,VQ1234,SQUADRONVSFB,CYPR,Teacher,14-Jun-2023,02-Mar-2020,2M02S,17D,,,,,01-Jan-2020,513-680-5193,23-Jun-2008,30-Mar-2023,14-Mar-2023,10-Jul-2065,50631 Crownhardt Lane,Cincinnati,Ohio,60505-3131,Cassandry Bownas,,,,01-Jan-2024,S,,,,L,16-Jul-2023,A,512-54-5483,06-Jan-2023,1M,478-275-4419,25,,,,,,,,,,05-Nov-2023,,,,31,DEPLOYABLE WITH LIMITATIONS,,,,,MED  ASSIGNMENT LIMITATION,28-Jun-2024,V,7,13-Oct-2021,05-Oct-2022,,,,,,,A
Tisha Mandell,1LT,512-54-5483,10,NM1234,SQUADRONLRAFB,CYC,Research Assistant IV,23-Dec-2021,20-Feb-2019,5C071,2M02S,,,,,24-Jun-2023,585-697-5311,28-Jul-2016,01-Apr-2023,21-Sep-2023,15-Oct-2013,22640 Mockingbird Crossing,Rochester,New York,0409-3577,Ezekiel Christopherson,,,,09-Sep-2024,S,,,,A,18-Jan-2023,,152-58-5486,21-Sep-2023,3C,301-428-7115,30,,,,,,,,,,,,,,,,,A,APPROVED,,,30-Dec-2023,V,9,03-Nov-2023,27-Feb-2022,,,,,,,A
Lucho Ridsdale,COL,159-84-8462,10,NM1234,SQUADRONVSFB,CYP,Systems Administrator IV,15-Oct-2021,06-Oct-2022,17D,Z5C052,,,,,09-Jul-2018,570-850-7989,07-Jun-2017,13-May-2023,22-Jan-2023,31-Aug-2055,15295 Lillian Plaza,Scranton,Pennsylvania,0264-5535,Sidnee Arnaudot,,,,09-Aug-2024,D,,,,V,13-May-2023,A,512-54-5483,01-Sep-2023,1R,585-114-0905,26,,,,,,,,,,,,,,,,,,,,EFMP,26-Aug-2024,V,T5,21-Sep-2019,10-Jun-2022,,,,,,,A
Caldwell Forkan,MSG,152-58-5486,10,NM1234,SQUADRONLRAFB,CYC,Compensation Analyst,16-Dec-2022,27-Sep-2021,5C071,Z5C052,,,,,24-Feb-2018,910-533-5617,17-Jul-2021,12-Mar-2023,15-May-2023,13-Sep-2048,95713 Hazelcrest Drive,Greensboro,North Carolina,55910-517,Bridgette Bevir,,,,22-Oct-2024,D,,,,V,19-Jun-2023,A,125-85-1536,22-Feb-2023,1M,949-697-4262,22,,,,,,,,,,,,,,31,,25-May-2024,,,O,EFMP,16-Jul-2024,V,9,26-Mar-2023,04-Aug-2022,,,,,,,A
Isabeau Luchelli,TSG,125-85-1536,10,VQ1234,SQUADRONVSFB,CYCP,Geologist IV,30-Apr-2023,08-Aug-2021,17D,2E274,,,,,18-Nov-2020,504-669-4805,21-Nov-2014,12-Oct-2023,05-Dec-2022,26-Feb-2064,41631 Thackeray Terrace,New Orleans,Louisiana,50268-619,Shalna Duchasteau,,,,28-Aug-2024,D,,,,Y,15-Apr-2023,A,159-84-8462,21-Feb-2023,1R,541-782-8219,19,,,,,,,,,,,,,,,DEPLOYABLE WITH LIMITATIONS,17-Dec-2023,,,Y,MED  ASSIGNMENT LIMITATION,04-Nov-2024,V,7,01-Feb-2021,24-May-2022,,,,,,,A
Tallie Mileham,SMS,159-84-8462,20,NM1234,SQUADRONLRAFB,CYPR,Graphic Designer,26-Feb-2023,18-Aug-2023,2M02S,2E274,,,,,08-Oct-2022,281-180-8272,05-Nov-2017,23-Sep-2023,04-Apr-2023,02-Apr-2053,383 Karstens Court,Houston,Texas,55714-2214,Kiah Breewood,,,,09-Apr-2024,M,,,,Y,11-Apr-2023,A,512-54-5483,06-Aug-2023,1R,850-379-5941,23,,,,,,,,,,,,,,,,,,,,,11-Aug-2024,V,9,03-Mar-2022,16-May-2023,,,,,,,A
Steve Alpin,2LT,123-12-2456,10,NM1234,SQUADRONLRAFB,CYCM,Office Assistant IV,23-Mar-2022,11-Sep-2022,2E274,2M02S,,,,,21-Jan-2022,954-237-7943,19-Mar-2019,02-Jul-2023,29-Oct-2023,02-Jan-2075,516 Dixon Way,Fort Lauderdale,Florida,50556-003,Gaston Tohill,,,,30-Dec-2023,M,,,,L,10-Jul-2023,A,512-54-5483,20-Oct-2023,1M,260-418-2657,37,,,,,,,,,,13-Jan-2023,,,,44,DEPLOYABLE WITH LIMITATIONS,,,,,EFMP,06-Jan-2024,V,7,19-Mar-2020,31-Oct-2022,,,,,,,A
Udall Cumberlidge,1LT,123-12-2456,20,VQ1234,SQUADRONVSFB,CYCP,Analyst Programmer,28-May-2023,20-Dec-2022,5C071,2E274,,,,,05-Nov-2018,414-192-1645,27-Feb-2007,15-Jul-2023,06-Jul-2023,11-Jul-2080,7942 Hallows Road,Milwaukee,Wisconsin,55289-139,Alden Shipsey,,,,04-Aug-2024,S,,,,L,17-May-2023,A,512-54-5483,10-Nov-2023,1M,251-728-5724,22,,,,,,,,,,,,,,,,30-Jan-2024,,,,,10-Mar-2024,V,T5,15-Nov-2021,09-Nov-2022,,,,,,,A
Owen Belshaw,COL,159-84-8462,10,NM1234,SQUADRONLRAFB,CYCP,Marketing Manager,25-Jul-2023,26-Mar-2019,5C071,2M02S,2E274,,,,14-Jul-2019,404-215-2064,06-Dec-2003,30-Sep-2023,16-Apr-2023,21-Jun-2077,86304 Manufacturers Pass,Atlanta,Georgia,64980-133,Gregoire Merriday,,,,04-Aug-2024,M,,,,Y,08-Oct-2023,A,125-85-1536,15-Mar-2023,1R,757-416-3458,22,,,,,,,,,,,,,,,,10-Jul-2024,,,,,07-Dec-2023,V,7,29-Feb-2020,22-May-2022,,,,,,,A
Joelynn Devenny,MSG,125-85-1536,20,NM1234,SQUADRONVSFB,CYPR,Analyst Programmer,08-Sep-2022,08-Aug-2019,5C071,Z5C052,,,,,01-Nov-2019,518-625-2963,05-Aug-2005,21-Dec-2022,13-Aug-2023,21-Dec-2009,457 Birchwood Place,Albany,New York,65044-1782,Dorothy Watford,,,,20-Aug-2024,D,,,,Y,27-Jun-2023,,152-58-5486,20-Jul-2023,1J,919-342-0838,29,,,,,,,,,TEMPORARY DEFFERMENT,,,,,,DEPLOYABLE WITH LIMITATIONS,,,,,,22-Jan-2024,V,T5,28-Aug-2022,18-Mar-2022,,,,,,,A
Hubert Conyers,1LT,152-58-5486,10,NM1234,SQUADRONLRAFB,CYCP,Director of Sales,25-Feb-2022,02-May-2022,2E274,2M02S,,,,,13-Jan-2022,772-583-2684,18-Jan-2007,19-May-2023,29-Mar-2023,20-Oct-2039,4 Raven Avenue,Fort Pierce,Florida,43538-901,Deeanne Dalziel,,,,19-Mar-2024,M,,,,A,06-Mar-2023,A,123-12-2456,14-Oct-2023,1M,901-125-9718,39,,,,,,,,,,,,,,44,,,,,Y,,27-Aug-2024,V,T5,25-May-2023,26-Nov-2022,,,,,,,A
Anya Coleshill,SP4,159-84-8462,10,VQ1234,SQUADRONLRAFB,CYP,Developer III,12-Feb-2023,04-Feb-2019,Z5C052,2M02S,,,,,05-Nov-2020,404-618-5030,19-Dec-2014,26-Dec-2022,01-Apr-2023,31-Jul-2041,5038 Summerview Crossing,Duluth,Georgia,53489-507,Annalee Boram,,,,06-Jan-2024,M,,,,L,23-Feb-2023,A,125-85-1536,09-Jun-2023,3C,678-179-9294,41,,,,,,,,,,,,,,31,DEPLOYABLE WITH LIMITATIONS,,,,,EFMP,05-Oct-2024,V,5R,30-Aug-2020,02-Sep-2023,,,,,,,A
Tatiania Gildersleeve,SP3,159-84-8462,20,VQ1234,SQUADRONLRAFB,CYCP,Registered Nurse,11-Jul-2022,11-Oct-2021,Z5C052,Z5C052,,,,,20-May-2022,915-808-5712,21-Apr-2019,08-Aug-2023,19-Dec-2022,04-Jun-2017,57 Daystar Court,El Paso,Texas,68788-9702,Timothea Crowhurst,,,,27-May-2024,D,,,,V,28-Jan-2023,A,159-84-8462,15-Feb-2023,3C,951-498-2603,36,,,,,,,,,,,,,,31,DEPLOYABLE WITH LIMITATIONS,27-May-2024,A,,,EFMP,17-Aug-2024,V,9,14-Nov-2019,25-Oct-2023,,,,,,,A
Alida Sleeford,TSG,159-84-8462,10,NM1234,SQUADRONVSFB,CYCP,Help Desk Operator,16-Apr-2023,07-Nov-2023,2M02S,Z5C052,,,,,07-Apr-2019,601-251-4305,06-Apr-2011,17-Dec-2022,08-Oct-2023,04-Jun-2039,69145 Kenwood Drive,Meridian,Mississippi,0409-2721,Toni Pietruschka,,,,23-Mar-2024,D,03-Aug-2025,,,V,16-Feb-2023,A,512-54-5483,31-Dec-2022,1R,206-430-8615,48,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,,O,EFMP,07-Sep-2024,V,9,08-Sep-2019,10-Jun-2022,,,,,,,A
Lincoln Kenn,MSG,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCM,Research Assistant I,09-Jul-2023,21-Feb-2019,17D,5C071,,,,,25-Jan-2018,404-410-5038,17-Dec-2013,07-Dec-2022,10-Apr-2023,23-Dec-2019,8014 Loomis Avenue,Atlanta,Georgia,42291-652,Evvy Clayworth,,1,,21-Feb-2024,M,,,SQUADRONVSFB,Y,10-Jul-2023,A,512-54-5483,09-Mar-2023,3C,850-706-7146,26,,,,,,,,,,,,,,,,21-Apr-2024,,,,APPROVED SRB,03-Aug-2024,V,7,21-Sep-2022,14-Nov-2023,,,,,,,A
Jacqueline Ablitt,COL,152-58-5486,10,VQ1234,SQUADRONLRAFB,CYP,Office Assistant IV,01-Jun-2023,29-Jun-2023,5C071,2M02S,,,,,29-May-2018,706-622-7876,25-Jan-2014,16-May-2023,12-May-2023,27-Jan-2056,905 Forest Center,Augusta,Georgia,59351-0314,Bibby Montfort,,,,02-Sep-2024,M,,,,A,07-Jun-2023,,152-58-5486,06-Jan-2023,1M,916-388-3365,24,,,,,,,,,,,,,,,,04-May-2024,A,,,,06-Feb-2024,V,7,10-Sep-2020,21-May-2022,,,,,,,A
Merill Brambill,CPT,123-12-2456,10,VQ1234,SQUADRONLRAFB,CYC,Senior Quality Engineer,22-Jul-2022,10-Jun-2020,2E274,Z5C052,,,,2E274,11-Jun-2020,626-851-2856,03-Aug-2007,04-May-2023,29-Sep-2023,29-Oct-2021,949 Nancy Center,Pasadena,California,21695-217,Reagen Andreazzi,,,,26-Nov-2023,M,,,,A,10-Jul-2023,A,125-85-1536,07-Oct-2023,1R,808-677-6086,18,,,,,,,,,,,,,,,,,A,APPROVED,Q,,26-Jan-2024,V,9,10-Feb-2021,18-Sep-2023,,,,,,,A
Link McGavigan,CMS,512-54-5483,20,NM1234,SQUADRONLRAFB,CYC,Editor,16-Aug-2023,16-Jul-2021,5C071,Z5C052,,,,,16-Jan-2023,786-713-8758,03-Feb-2020,11-Jun-2023,04-Apr-2023,25-Jun-2046,8329 Butternut Road,Miami,Florida,57913-2834,Wilmer Fairweather,,,,09-Jan-2024,S,,,,Y,24-Jun-2023,A,152-58-5486,27-Aug-2023,1R,704-346-9646,42,,,,,,,,,,,,,,,MEDICAL,20-Jul-2024,,APPROVED,,,20-Sep-2024,V,T5,24-Jan-2021,15-Jul-2023,,,,,,,A
Aurelea Coalbran,SMS,152-58-5486,20,NM1234,SQUADRONLRAFB,CYPR,Graphic Designer,07-Feb-2023,08-Jan-2020,5C071,17D,,,,,20-Mar-2020,916-827-8673,29-May-2006,22-Dec-2022,03-May-2023,17-Jun-2007,5492 Declaration Place,Sacramento,California,0093-7115,Elysia Consterdine,,,,29-Sep-2024,D,,,,A,09-Mar-2023,A,123-12-2456,17-Apr-2023,1M,914-797-9002,46,,,,,,,,,,,,,,,,28-Nov-2023,A,APPROVED,,,03-Nov-2024,V,9,08-May-2019,07-Jul-2023,,,,,,,A
Sheelagh Bownde,CMS,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCM,Structural Engineer,06-May-2023,24-Apr-2020,5C071,2E274,,,,,25-Jun-2018,909-974-8595,31-Oct-2014,08-May-2023,27-May-2023,30-Jan-2032,57 Shoshone Terrace,Pomona,California,0378-6164,Lelah Treadaway,,,,10-Oct-2024,D,,,SQUADRONNMAFB,A,05-Dec-2022,A,152-58-5486,24-Dec-2022,1M,775-514-0736,21,,,,,,,,,,,,,,31,,26-Feb-2024,,,,EFMP,04-Jun-2024,V,A,24-Nov-2021,13-Jun-2023,,,,,,,A
Cornelle Guage,SP3,512-54-5483,20,NM1234,SQUADRONVSFB,CYC,Environmental Specialist,21-Jan-2022,04-Aug-2023,17D,17D,,2M02S,,,30-Dec-2022,202-828-9250,22-Jun-2020,13-Feb-2023,18-Apr-2023,06-Apr-2053,5 David Avenue,Washington,District of Columbia,64679-632,Jone McAmish,,,,06-Feb-2024,D,,,,L,04-Aug-2023,A,125-85-1536,11-Jan-2023,1J,570-910-7319,52,,,,,,,,43,,,,,,,,,,,,,20-Jan-2024,V,7,25-Dec-2020,30-Jun-2023,,,,,,,A
Luz Gleave,SP1,512-54-5483,10,VQ1234,SQUADRONLRAFB,CYP,Business Systems Development Analyst,04-Jan-2022,29-Oct-2020,2E274,2M02S,,,,,01-Jan-2020,904-498-5580,19-Dec-2005,03-Jan-2023,26-Jan-2023,05-Dec-2017,92165 Mayfield Lane,Jacksonville,Florida,0591-0582,Wendel Sloan,,,,18-Mar-2024,D,,,,L,08-Mar-2023,A,159-84-8462,02-Nov-2023,1M,504-921-1965,19,,,,,,,,,,,,,,31,,13-May-2024,,APPROVED,,,13-Jan-2024,V,T5,18-Sep-2021,21-Sep-2022,,,,,,,A
Sandro Pitrelli,CPT,512-54-5483,20,VQ1234,SQUADRONLRAFB,CYCM,Programmer III,04-Oct-2023,06-Jun-2019,5C071,17D,,,,,26-Jan-2022,305-413-1241,11-Jul-2001,16-Aug-2023,28-Aug-2023,12-Sep-2076,59603 Village Green Circle,Naples,Florida,0268-6695,Eda Burgin,,,,02-Jun-2024,D,,,,Y,04-Jan-2023,A,123-12-2456,21-Apr-2023,1R,505-432-5564,53,,,,,,,,,,,,,,,,,,,,MED  ASSIGNMENT LIMITATION,27-Oct-2024,V,7,20-Jul-2023,25-Apr-2022,,,,,,,A
Kass Scowen,CPT,152-58-5486,20,VQ1234,SQUADRONLRAFB,CYC,Junior Executive,03-Nov-2021,10-Jul-2020,5C071,Z5C052,,,,,05-May-2019,404-466-8438,26-Oct-2020,20-Sep-2023,09-Jan-2023,02-Jun-2063,85 Novick Lane,Atlanta,Georgia,0074-3074,Inness Aleksankin,,,,08-May-2024,M,,,,V,15-Dec-2022,A,159-84-8462,18-Feb-2023,1J,903-353-6455,26,,,,,,,,,,,,,,81,MEDICAL,,,,,,25-Jul-2024,V,7,04-Apr-2021,13-Dec-2022,,,,,,,A
Clive Goadbie,SP1,159-84-8462,10,NM1234,SQUADRONLRAFB,CYP,Quality Engineer,26-May-2023,09-Feb-2020,17D,2M02S,,,,,12-Mar-2019,509-186-1131,15-May-2019,04-Oct-2023,28-Jan-2023,08-Oct-2070,39 Karstens Trail,Yakima,Washington,52979-8004,Blithe Burtonshaw,,,,08-Jul-2024,M,,,,L,15-Feb-2023,A,159-84-8462,18-Nov-2022,1R,269-679-9559,36,,,,,,,,,,,,,,,,,,,,,28-Jan-2024,V,7,18-Jun-2019,04-Jun-2022,,,,,,,A
Joy Romeuf,SGT,159-84-8462,10,VQ1234,SQUADRONVSFB,CYPR,Software Consultant,09-Dec-2021,10-Sep-2020,5C071,2M02S,,,,,19-Oct-2023,971-345-3777,20-Oct-2008,11-Apr-2023,22-Jan-2023,18-Nov-2015,46 Cascade Circle,Portland,Oregon,65044-2036,Riordan Scoates,,,,07-Oct-2024,D,,,,Y,21-Jan-2023,A,152-58-5486,12-Apr-2023,1M,702-684-8886,22,,,,,,,,,,,,,,,,,,,,,23-Feb-2024,V,5R,17-Jan-2019,23-Mar-2023,,,,,,,A
Annabell Stoffer,MAJ,512-54-5483,20,VQ1234,SQUADRONVSFB,CYC,Software Test Engineer III,02-Aug-2022,04-May-2022,2E274,Z5C052,,,,,13-Sep-2023,325-374-8532,06-Sep-2009,11-Apr-2023,11-Sep-2023,06-Aug-2066,74 Sugar Park,Abilene,Texas,68084-364,Xenia Thomel,,,,07-Sep-2024,D,,,,A,24-Oct-2023,A,152-58-5486,02-Jul-2023,1M,859-350-2123,36,,,,,,,,,,,,,,,,,,,,,12-Feb-2024,V,7,26-Aug-2020,11-May-2022,,,,,,,A
Clare Nancekivell,TSG,152-58-5486,20,NM1234,SQUADRONVSFB,CYCM,Database Administrator I,15-Dec-2021,07-Sep-2022,2E274,Z5C052,,,,,05-Dec-2021,786-173-2733,19-Mar-2006,11-Nov-2023,22-Oct-2023,02-Jan-2061,3 Mockingbird Drive,Miami,Florida,65044-0851,Fleming Eskriett,,,,24-Aug-2024,D,,,,V,23-Sep-2023,,123-12-2456,21-Jul-2023,1M,941-672-5449,43,,,,,,,,,,,,,,,MEDICAL DEFERMENT,,,APPROVED,,,13-Jul-2024,V,9,29-Jun-2021,27-Feb-2022,,,,,,,A
Marleah Wolstenholme,SGT,159-84-8462,10,VQ1234,SQUADRONLRAFB,CYP,Human Resources Assistant II,29-Aug-2022,01-Oct-2023,2E274,Z5C052,,,,,07-Dec-2018,205-745-4355,16-Dec-2015,06-Nov-2023,21-Nov-2022,27-Feb-2080,07110 Clemons Place,Birmingham,Alabama,49348-025,Donnajean Benedettini,,,,26-Oct-2024,S,,,,V,01-Feb-2023,A,123-12-2456,16-Jun-2023,3C,518-295-6278,51,,,,,,,,,,,,,,,,,A,,,,25-Oct-2024,V,5R,08-Apr-2021,23-Feb-2023,,,,,,,A
Noam McKnockiter,1LT,125-85-1536,20,VQ1234,SQUADRONVSFB,CYCP,Programmer Analyst I,17-Jul-2023,01-Dec-2021,17D,Z5C052,,5C071,,,17-Aug-2023,816-756-9604,09-Mar-2016,26-Oct-2023,24-Feb-2023,05-Sep-2022,43687 Lunder Point,Saint Joseph,Missouri,50436-3959,Georgeanne Bortolini,,,,28-Aug-2024,M,,,,L,08-May-2023,A,152-58-5486,02-Mar-2023,1J,956-311-1521,24,,,,,,,,40,,,,,,,,,,,Q,EFMP,19-Jul-2024,V,7,23-May-2023,23-Sep-2022,,,,,,,A
